text,true_label,predicted_label,compound_score
wishes she was out with old friends tonight  oh well tomorrows another night ;),0,1,0.7717
Just draged my sisteraround the town...To find closed shops! If it wasn't so hot outside she woulda killed me! Saved by the sun ,1,0,-0.508
"GD afteroon my fellow twitters tis a beautiful day n i hope we all gt are summer swagger on, lol ",1,1,0.8934
heyhey its dede. im so bored but im helpn my lil bro clean out his room and its a pain in the ass!!!! i stepd on somen and hurtd my foots ,0,0,-0.6045
sick and called out of my columbia shift.  I LOVE THE COLUMBIA!!,0,1,0.4968
"@Drizzle772 I hope one day it does become trending, that would be cool to be the one who started a trending topic ",1,1,0.6369
@courtneyymartin omg.. Me too!!  haha.,1,1,0.555
http://twitpic.com/6bemm - Love my new shoes! A lovely gift from my mom ,1,1,0.9041
@RealRobBrydon am so envious ,0,0,-0.4101
@ysdw Thank-You. ,1,0,0.0
@ShawnRobinson  Sounds very familiar ,1,0,0.0
@Ying_Mei I'm in my first year in the university  studying to be a lawyer. And ya?,1,0,0.0
OK. So it's nearly 8. This new gay venue that wss to from 3PM till Misnight is EMPTY. Danger Will Robinson. Bank Hotel it is. ,0,0,-0.4588
@trishcamille aww. that's so sweet. ,1,1,0.5949
"@MizzKT Thank you!  I think it went VERY well.  I will know tomorrow and if all goes well, start on Wednesday.  ",1,1,0.842
@chrisgeier So am I  Got anything in mind?,1,0,0.0
@jtimberlake i need you ,0,0,0.0
"Salmon will be there too    http://tr.im/m5oP  Our clients include Argos, Halfords, Boots, Scotts and Co, Ann Summers &amp; Homebase +more",1,0,0.0
"@Paulaztnew I've been trying to learn that dance since the dawn of time, practically. I'm just too white. ",0,0,0.0
"rt @JonAlfredsson @calvarezHIS Yes, I'm a pilot So, how far away is your pilotÂ´s licence? @ level one the dream stage thus far ",0,1,0.5719
@ChrisKnight - Did you ever decide on your license plate? (and I support your decision to lose weight  and be healthy),1,0,0.0
@sethlong hoping that chrome for the mac addresses rounded corners and box-shadow combination issues. ,1,1,0.4215
Just finished an epic bike journey with Nancy ,1,0,0.0
@wpmuguru You are welcome! ,1,1,0.5093
@stephaniepratt the short black dress is wayyyy more cuter on you that the orange ,1,1,0.5563
wanting to go dance in the rain outside...don't want to catch a cold though  ...,0,0,-0.0572
Happy Mother's Day! Justin Timberlake's version a mother's day gift.. http://bit.ly/6fGxd  -- too funny!!! ,1,1,0.8302
@JustDes I'm good. catching up with assignments though...not funny!  what u up to?,0,1,0.7263
@reg_182 lol. i feel exactly the same way =D ditto to you too!  xx,1,1,0.7978
@Cody_K GET OUT!  I'm so gonna cry now.,0,0,-0.5676
@SivanKrispin you don't want to show off your tat ,0,0,-0.0572
"@tindeleon Yes, 2nd fiddles always have issues. ",1,1,0.4019
Got some pictures of the sunrise on my way home this morning they came out pretty nice ,1,1,0.7184
"updating our website today,loads of exciting new products ",1,1,0.4939
The best thing to give for Father's Day is something he'll never admit he wants... like a kitty cat! ,1,1,0.7506
Going to sign forms for getting a passport instead of sleeping for another hour ,0,0,0.0
@mWattsMusic yeah and u never answered my question to the question u asked! ,0,1,0.3595
Only 2 hour to go!  Yay!!,1,1,0.6458
@halfriican ugh i know i only keep thinking only like 4 more days and it's all over. i really should start studying for chem though ,0,0,-0.0772
 watching @thelyness leave for texas.,0,0,-0.0516
@theloniousdre Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip ,1,1,0.4404
"@ohkara Bahahah! :] They are getting there, But in the mean time.. Normal tv sucks! Foxtel ftw! ",1,1,0.5756
@eddidit we are gonna get you some pie. don't you even worry about it. ,1,1,0.3412
needs to study for my her IELTS exam.. kakapoy!!!  http://plurk.com/p/125ibc,0,0,0.0
@joemako Thank you very much. This was very helpful as  an inspirational tool in my project ,1,1,0.8357
Gah got banned again on habbo ,0,0,-0.4588
@paulaaaron She did win!  She is the grand prize winner and I am soooo proud of her ,1,1,0.9538
"Just for the record, Green Mesquite = not so good.  Was my first time, and more than likely, my last.  Too bad, so sad. ",0,0,-0.889
@Beef513 i hate Gucci ,0,0,-0.5719
@Eminem hope you rip saschas ass in your next song he was well out of order for doing that to you ,0,1,0.128
@AyeUpLaura lol gdgd  and yes you are just admit it haha,1,1,0.8519
@lyokog Hello - it was really nice this morning but it appears to have gone overcast now ,0,1,0.2609
"@savapl Haha, ohhhhh! My silly brain couldn't figure it out. Sorry  Thanks for posting the pics! And yay for lil' flower bulbs! What kind?",1,1,0.9243
feeling groggy this  morning. need sleep but have a lot of work to do. ,0,1,0.0644
Dieting can really take it's toll ,0,0,0.0
"@MrsPinkyIvory  And i knoww girl!!! I but in the game before that tho LeBron was beastin, i thought they had it, but it was all bad ",0,0,-0.7668
is back to work!  #squarespace,0,0,0.0
"@Personal__Jesus no more ben  it will be a bittersweet show, will you be there?",0,0,-0.3612
asking my idiot box 2 show smthng interesting....i seem 2 have learnt everything it shows ,0,0,-0.5106
"Had to stay home from school today, Baby home with a bad cough. ",0,0,-0.5423
http://bit.ly/tjP4q  Check that out! ,1,0,0.0
#iran @jackieripper is this neda on facebook? http://twitpic.com/7zk3k &lt;/3 ,0,0,0.0
http://twitpic.com/6qcrc - Me too ,1,0,0.0
figuring out how to use twitter ,0,0,0.0
@Aspentroll I don't look to a priest or pastor for the meaning of life. I look to the Bible. Call me crazy for the right reason at least ,1,0,-0.34
@keroroccino INORITE D: WHY YESUNG WHY. And darn right you can bb  Gimme some pr0nz for my bday? &lt;3,1,1,0.4466
@harleyw Love this mathematics brain teaser game  - http://www.shockwave.com/gamelanding/mindtree.jsp,1,1,0.4939
They just had to put my dog down ,0,0,0.0
got rims &amp; wheels picked out and springs ordered now  yeee!,1,0,0.0
Just ran.  still sore from yesterday.   ahh well haha,0,1,0.3818
yay im out but i have 2 ride home  have 2 take tha yellow limo..super gay,0,1,0.296
I just realised i got cheated by hang ten...  - http://tweet.sg,0,0,-0.5106
No CHL in mail today   got new fixtures for kitchen new light in bathroom and finished trimming 400 rounds for my rifle. Now to load e ...,0,0,-0.296
I love my mom...never ever meant to hurt her feelings...I was just being facetious ,0,1,0.2023
"@Lowey5 I couldnt block people yesterday, it said that i'd blocked them but they were still in my list ",0,0,0.0395
worst feeling ever   this succcckkksss.,0,0,-0.5574
@AYS110 Happy mothers day! ,1,1,0.6114
@dinglesurf @lynniebean27 aren't you nice!  If he doesn't text i'm choosing you to lead the consoling...,1,0,-0.3867
EEEEEEEEEEEE  http://bit.ly/8Og7C Public Enemies!!! @LorelieBrown @TessaDare @amiestuart and anyone/everyone else! (i literally squee-ed) ,1,0,-0.6562
Linus is shattered  - http://comics.com/peanuts/2009-06-15/,0,0,-0.4767
@phplemon what will be extra n version 2.2 ? ,1,0,0.0
 à¸à¸¹à¹?à¸à¹à¸à¹ hitech,1,0,0.0
such a beautiful weekend and I didn't get to ride one mile ,0,1,0.5994
&quot;Ms. White...in the lounge...with the wrench&quot; Followed by:  &quot;Who the fuck didn't show me the lounge!?  Who the fuck- oh.  I had it.&quot; ,0,0,-0.807
"I miss A, I really do. ",0,0,-0.1531
@DJ71 By the way.... Love your background!  ,1,1,0.6696
@walletpopper I'm telling you - the people love free food! ,1,1,0.8313
"beginning to wonder if my @ messages are getting seen...  i should probably aim for non celebrities, though...  haha ",1,1,0.4588
@buckhollywood wots the weather like buck? doin hoedwn throdwn across the pond in hot sunshine ,1,1,0.6908
Just got starbucks. Now to my cousins graduation ,1,0,0.0
@niqa86 I rather doubt that. LOL Let me see what I can find. Got a facebook account? ;) There are some pics of me on my LJ scrapbook. ,1,1,0.4466
@--&gt;-----  Happy Mother's Day! ,1,1,0.6114
@MaverickNY LOL! U r too kind. TY - it was a great post that inspired my comments. That's the beauty of social synergy ,1,1,0.9707
OMG the heat in my room...I think I may be slowly melting  it's not ideal,0,0,-0.4168
"@andreafiamberti Mate, don't forget to write the text for @tyDi ",1,1,0.1695
@stefanodimera Thanks for being a Tweetheart on here ,1,1,0.4404
planning for an overnight camp this weekend... havent figured out where ,0,0,0.0
Fat ass wanda wants her cheese steak back ,1,0,-0.5423
i want to have a picnic on a golf course with my boyfriend and run through the sprinklers in a pretty dress ,0,1,0.5423
is relieved it's not mother's day in france ,1,1,0.3818
@PinkTribble Heh! Who has the space for an altar? (*grumble - property prices) ;p Easier with battery powered scented candles? Mmm Mandle ,0,1,0.4314
Got a meeaannn hangover!!  Didn't even make it to work.,0,0,0.0
"goodnight all! off to do some reading and sleep, so i can study tomorrow! ",0,0,0.0
@branden3112 mehhh. I might redo it. the fence looks all curvy too ,0,0,0.0
"@proteusguy oh, I didn't know that. Just registered. hmm.. hopefully they sent some devs to join, not sales ",1,1,0.5994
@prateekgupta i went n have now returned ,1,0,0.0
"@codeTONY nope.  &amp;&amp; i the only available road test dates are when i'm in chicago, so i'll have to wait till july i think. &gt;:|",0,0,0.0
watching &quot;Marie Antoinette&quot; tonight. Glamour Galore ,1,1,0.5267
Yep...that last yawn did it...gotta go fetch me a redbull...wish we still had blue full throttle here ,0,0,0.0
"today is the flight of my beloved friends going back to her place, Capiz... I will see her again on December... ",0,1,0.7506
@MsAKAtainment  thanks ,1,1,0.4404
Thank heavens for a very productive day ,1,1,0.6369
"@mileycyrus congrats miley!! twilight was snatchin up everything at the movie awards, its about time someone else took one! ",1,1,0.8061
Todays the first day I've felt miserable in a while. ,0,0,-0.4939
"Like clockwork, CPing.com is down @ 6am GMT ",0,1,0.3612
Working On Some Heavty Shit  Check My Bio.,1,0,-0.5574
Ate a pot noodle for lunch.... guess its been so long since I had one that I pretty much forgot how rank they are... still hungry.... ,0,1,0.4939
"Bustling about the office...then TWO new music students - one piano, one voice. I love teaching music!! Wish I was better at it myself ",1,1,0.8856
@dcr757fresh2def sprint is sending me a new PALM tomorrow...smh...and it wont be in RED ,0,0,0.0
@robin_parker @gazraa such a retro animation! Sesame Street was ace! ,1,0,0.0
wondering where I picked up that stomach flu.  YUCK.  A beautiful weekend and I had to spend it inside.  BLAHHH. ,0,1,0.3182
have some good blisters in my feet from last night  but worth the awesome night out with tha girls!!,0,1,0.8894
Soaking up the sun by the pool @ 6:00 PM on a Sunday evening! Can't wait for summer. 4-days to go ,1,0,0.0
"@Mandiferous7 Woot! Didn't know you were planning on coming, should be fun. Try to see if you can count the number of times I die ",1,1,0.4199
"liv is so much cooler than me, i wish i could be her  *sigh*",0,1,0.4019
back from seeing http://disney.go.com/disneypictures/up/main.html - great movie - I give it five thumbs up ,1,1,0.6249
Screw it I'm going. Talk to y'all later guys! ,1,0,-0.1759
Showing my mom twitter ,1,0,0.0
@drjoesDIYhealth   Oregano.... perfect finish for my HEALTHY home made pizza.;.. Ta  Bye bye inflamation... he he he,1,1,0.7983
@mrskutcher I like that photo of yours ,1,1,0.3612
@itsmeleighton Leighton Meester's Clearasil commercial  http://bit.ly/18HUs5,1,0,0.0
"@alicatpurr Thank you, mother ",1,1,0.3612
doesnt want to babysit tonight ,0,0,-0.0572
@WarrenYip shoulda told u not to watch it...aint that great. I didn't get my Shabu fix this weekend ,0,1,0.6249
come on... drop by 1  72. jumptags.com,0,0,-0.2732
u prolly juts need a hug and a kiss!!! all will be okay ;) ..... i hope ,0,1,0.9095
@xxandip Have fun in the gym. I get to enjoy the sunshine as I train today down at the track....jealous yet ,1,1,0.8658
"@Hail_Mary_Jane you are allowed.... you just should ask permission first, lmao.... ",1,0,0.0
I just finished taking a walk! I feel great! ,1,1,0.6892
@ransomtech No worries! I thought it was a good question &amp; I figured someone on my PLN may know the answer! It's all about the sharing! ,1,1,0.3769
At work? On your lunch break? On Twitter again?  Add @Gingernyc - Let's see if we can break the 1000 mark by the weekend!,1,0,0.0
@kricket_rc234 jomari's shoutout for AP....it's with me. i'm still learning how to upload videos. hehehe  senxa na ,1,0,0.0
Happy Friday to you 2! Thanks  @rawdawgbuffalo,1,1,0.784
is mad that ASHTON orderd a pizza full of P O R K now i can't eat any ,0,0,-0.4939
Morning walk for coffee with Howee before another awesome day of soaping  http://twitpic.com/6c5gu,1,1,0.6249
@tommcfly Take a photo of Danny pls ,1,1,0.0772
Holy sack of potatoes ... lets graft mense !! for all the ladies shake and bake ur cake and for the oak's sssnake  Show Love baby !!!,1,1,0.6876
Airtel Net PC doesnt allow install new sofware  http://tinyurl.com/mts62r,0,0,-0.1695
"@Makinsey That's so good of you Kins! Unfortunately, in the words of Darcy, &quot;My good opinion once lost, is lost forever.&quot; ",0,1,0.4165
"love summer H! and i'm so tired, worked all day  ... want to enjoy the sun !!!! Miss U @helenefrost",0,1,0.6733
@trswift haha yes! omg really? I'm expecting a boy when I get back ,1,1,0.7177
@miumina Gladys? Cariad? That's mine for the pot. ,1,0,0.0
is updating his twitter account through Globe UPD8. http://bit.ly/16KioC  ... testing. testing. B-) http://plurk.com/p/114vcf,1,0,0.0
@davidhauslaib so glad I could be a help to your best day ever (30 sec skip) ,1,1,0.8805
"@jbo2231 why limit your story to 140 ch. Tell all what is annoying you at www.iamsoannoyed.com ,it will help relieve your stress ",1,0,-0.0772
Should i give up on finding my wallet?  sigh*,0,0,0.0
@jordanknight Can't wait to see you dancing on stage for full service...can't wait ,1,0,0.0
Still Waiting For Dad .. I Expect Him To Buy Me Fatty Treats To Make Me Feel Better ,0,1,0.4404
Loves getting company when i look like shit ,0,1,0.3818
@lleentje Is de telenet installateur Coca-Cola style or the regular stuff ? ,1,0,0.0
"@1ChicMommy It's known as one the of craziest airports next to the one in London  I wanna say Heathrow, but not sure. Hope u got a flight!",0,0,-0.7135
how can i send personal messages??? any help from anyone? I'll appreciate it a lot  God bless...,1,1,0.8156
"Gosh darn it, what has happened to my Tony's? ",0,0,0.0
@gingi101 on gmail lol and doing language!  how is your morning going?,1,1,0.4753
is wondering what to write on twitter.......... hhhmmm ...theres nothing intersting going on  mayb i shud make something up.......,0,0,0.0
@MrRichYungsta my managet said I couldn't call out!  so I'm on my way now..,0,0,0.0
Just had a large wooden picture frame fall from the wall and smack me straight in the face. I now have a fat lip and sore cheek.  ,0,0,-0.1531
In bed.. Trying to get up.. I have to go shopping and then get my ass outside and sunbathe!! ,1,0,-0.6229
@Patty_B the whole nz article is great ,1,1,0.6249
